item_id;location_id;qty;cost_amount
001C3520486FCE11ADB310650500B9B8;FC081C55582CED11A62CD892C0003F2A;12.000000;7769.740000
001CFDEFF7976E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;24.000000;6778.560000
001D407720EECE11ADB310650500E8B8;FC081C55582CED11A62CD892C0003F2A;2.000000;101.770000
001DA742D78ECE11ADB31065050078B8;B0BDDED34CC83E11052F6792C000B249;6.000000;1420.110000
001DA742D78ECE11ADB31065050078B8;FC081C55582CED11A62CD892C0003F2A;7.000000;1656.790000
00234288B260CE118772106505002269;FC081C55582CED11A62CD892C0003F2A;2.000000;1608.620000
00275AFFE26A6E11B7B78A650500BC08;B0BDDED34CC83E11052F6792C000B249;31.000000;3648.240000
00275AFFE26A6E11B7B78A650500BC08;FC081C55582CED11A62CD892C0003F2A;31.000000;3597.080000
0027785B64B0EE11406610650500CA4A;FC081C55582CED11A62CD892C0003F2A;4.000000;1990.880000
002855A36C3AAE11BE21106505000E4A;FC081C55582CED11A62CD892C0003F2A;2.000000;1094.240000
002866AC21CAED11A62CD892C0003F2A;FC081C55582CED11A62CD892C0003F2A;5.000000;1278.250000
0028DA92BDBDCE11ADB31065050077B8;44673735EAF46E11B7B78A650500BC08;20.000000;627.450000
002DA791DE40EE114066106505004A4A;FC081C55582CED11A62CD892C0003F2A;13.000000;3585.140000
002F5817A02B6E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;28.000000;5730.760000
002FF1DEF356DE11ADB31065050003C8;44673735EAF46E11B7B78A650500BC08;11.000000;297.000000
0031B40C6A28EE1191EE1065050018B9;B0BDDED34CC83E11052F6792C000B249;1.000000;1091.420000
003302A14D62FE1191EE10650500FCB9;FC081C55582CED11A62CD892C0003F2A;5.000000;1747.400000
003313FBCEF0EE114066106505002B4A;FC081C55582CED11A62CD892C0003F2A;1.000000;224.190000
00340E4F8094DE11ADB310650500C0C8;FC081C55582CED11A62CD892C0003F2A;4.000000;1072.640000
00342DB93EAFFE11F1557891FE69E689;B0BDDED34CC83E11052F6792C000B249;5.000000;67.820000
00342DB93EAFFE11F1557891FE69E689;FC081C55582CED11A62CD892C0003F2A;7.000000;94.950000
0034A856DB456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;19.000000;2341.750000
0035C2042969FE11128010650500E819;FC081C55582CED11A62CD892C0003F2A;0.000000;0.000000
00378DC1E823FE1191EE10650500FDB9;44673735EAF46E11B7B78A650500BC08;5.000000;987.880000
0039D373B816DE11ADB310650500B2C8;FC081C55582CED11A62CD892C0003F2A;7.000000;1270.290000
003B1DADC0148E113835BB6505008CAA;B0BDDED34CC83E11052F6792C000B249;3.000000;669.900000
003B1DADC0148E113835BB6505008CAA;FC081C55582CED11A62CD892C0003F2A;8.000000;1785.560000
003B1DE67D769E11554010650500D04B;44673735EAF46E11B7B78A650500BC08;28.000000;1680.000000
003B7E11AD00EE11406610650500F94A;B0BDDED34CC83E11052F6792C000B249;1.000000;13.670000
003B7E11AD00EE11406610650500F94A;FC081C55582CED11A62CD892C0003F2A;72.000000;989.420000
003D1D023565CE11ADB3106505002DA8;FC081C55582CED11A62CD892C0003F2A;0.000000;0.000000
003EC6545E1C8E11F243BB650500E24B;FC081C55582CED11A62CD892C0003F2A;5.000000;491.650000
003FBB1E9F73EE11B1AD10650500B6EA;FC081C55582CED11A62CD892C0003F2A;5.000000;7832.840000
00437AEECE299E11525010650500D94A;B0BDDED34CC83E11052F6792C000B249;24.000000;2795.640000
00437AEECE299E11525010650500D94A;FC081C55582CED11A62CD892C0003F2A;37.000000;4323.970000
004425232083EE11B1AD10650500B6EA;B0BDDED34CC83E11052F6792C000B249;1.000000;16.790000
004425232083EE11B1AD10650500B6EA;FC081C55582CED11A62CD892C0003F2A;0.000000;0.000000
004539252142CE118772106505008469;B0BDDED34CC83E11052F6792C000B249;8.000000;1350.600000
004539252142CE118772106505008469;FC081C55582CED11A62CD892C0003F2A;16.000000;2744.290000
0045A8BCE20FCE11ADB31065050019B8;B0BDDED34CC83E11052F6792C000B249;191.000000;1349.480000
0045A8BCE20FCE11ADB31065050019B8;FC081C55582CED11A62CD892C0003F2A;168.000000;1164.050000
004B99E9932FFE11F1557891FE693689;FC081C55582CED11A62CD892C0003F2A;1.000000;741.010000
004DC237164CCE11ADB31065050075B8;B0BDDED34CC83E11052F6792C000B249;7.000000;580.400000
004DC237164CCE11ADB31065050075B8;FC081C55582CED11A62CD892C0003F2A;13.000000;1043.450000
0050329F89AEFE11F1557891FE699589;FC081C55582CED11A62CD892C0003F2A;2.000000;899.820000
0052C8F473C5EE1191EE1065050045B9;B0BDDED34CC83E11052F6792C000B249;0.000000;0.000000
005765CFED71FE1191EE10650500CBB9;FC081C55582CED11A62CD892C0003F2A;5.000000;2856.300000
005802A3565AFE11128010650500E819;FC081C55582CED11A62CD892C0003F2A;25.000000;5902.880000
00582AB36978FE11128010650500D819;FC081C55582CED11A62CD892C0003F2A;3.000000;1600.900000
00596AE13E456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;19.000000;65930.000000
005A51AD22130F114EF7A826072B6B89;FC081C55582CED11A62CD892C0003F2A;3.000000;1099.380000
005A8DA4BB7DFE1158A3BB3DBE8E1489;FC081C55582CED11A62CD892C0003F2A;0.000000;0.000000
005BCFB931CAED11A62CD892C0003F2A;B0BDDED34CC83E11052F6792C000B249;35.000000;3527.650000
005BCFB931CAED11A62CD892C0003F2A;FC081C55582CED11A62CD892C0003F2A;14.000000;1400.600000
005CB5DBC26CEE1191EE1065050029B9;B0BDDED34CC83E11052F6792C000B249;3.000000;2798.410000
005CB5DBC26CEE1191EE1065050029B9;FC081C55582CED11A62CD892C0003F2A;8.000000;6897.340000
005E31E267A3EE11B1AD10650500E6EA;FC081C55582CED11A62CD892C0003F2A;0.000000;0.000000
005EBFE2821A8E11F243BB650500304B;44673735EAF46E11B7B78A650500BC08;6.000000;1901.640000
006219BADD55EE11B1AD1065050029EA;44673735EAF46E11B7B78A650500BC08;12.000000;17498.530000
00636D2574437E11B7B78A650500DD08;44673735EAF46E11B7B78A650500BC08;7.000000;896.980000
0064110910556E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;5.000000;1537.800000
00663E69882EEE1191EE1065050029B9;FC081C55582CED11A62CD892C0003F2A;2.000000;1714.150000
0066646F6E08DE11C84610650500707A;44673735EAF46E11B7B78A650500BC08;16.000000;1446.420000
0066EFC36833BE11BE2110650500795A;44673735EAF46E11B7B78A650500BC08;6.000000;125.280000
0066EFC36833BE11BE2110650500795A;B0BDDED34CC83E11052F6792C000B249;9.000000;216.220000
0066EFC36833BE11BE2110650500795A;FC081C55582CED11A62CD892C0003F2A;6.000000;144.150000
0067AA554E456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;110.000000;1194.900000
0067F9006032BE11BE2110650500285A;44673735EAF46E11B7B78A650500BC08;6.000000;636.000000
00688D012371FE1191EE10650500BBB9;FC081C55582CED11A62CD892C0003F2A;2.000000;1477.710000
006902914575EE1191EE10650500D4B9;44673735EAF46E11B7B78A650500BC08;317.000000;11253.500000
006A3DCB3986EE1191EE1065050046B9;FC081C55582CED11A62CD892C0003F2A;13.000000;1374.390000
006CA6C26DA7FE1191EE10650500E3C9;44673735EAF46E11B7B78A650500BC08;33.000000;1641.670000
006CA6C26DA7FE1191EE10650500E3C9;B0BDDED34CC83E11052F6792C000B249;41.000000;2096.280000
006CA6C26DA7FE1191EE10650500E3C9;FC081C55582CED11A62CD892C0003F2A;64.000000;3328.010000
007160F58B28EE1191EE1065050018B9;B0BDDED34CC83E11052F6792C000B249;3.000000;834.030000
007160F58B28EE1191EE1065050018B9;FC081C55582CED11A62CD892C0003F2A;7.000000;1946.070000
007267F61B278E11F243BB6505008C3B;B0BDDED34CC83E11052F6792C000B249;14.000000;1218.280000
007267F61B278E11F243BB6505008C3B;FC081C55582CED11A62CD892C0003F2A;20.000000;1740.400000
0072ABB4EDE6DE11C846106505000F6A;B0BDDED34CC83E11052F6792C000B249;0.000000;0.000000
00736BD71ABAFE11128010650500E819;B0BDDED34CC83E11052F6792C000B249;4.000000;2717.920000
00736BD71ABAFE11128010650500E819;FC081C55582CED11A62CD892C0003F2A;4.000000;2717.920000
0078C4F478C1FE1191EE106505002CB9;44673735EAF46E11B7B78A650500BC08;5.000000;2704.230000
0078C4F478C1FE1191EE106505002CB9;B0BDDED34CC83E11052F6792C000B249;5.000000;2556.620000
0078C4F478C1FE1191EE106505002CB9;FC081C55582CED11A62CD892C0003F2A;5.000000;2549.950000
0079943E316C8E11F243BB650500534B;44673735EAF46E11B7B78A650500BC08;16.000000;1716.640000
007A4CA94AF34E1142D58A6505002C08;B0BDDED34CC83E11052F6792C000B249;2.000000;423.840000
007A4CA94AF34E1142D58A6505002C08;FC081C55582CED11A62CD892C0003F2A;2.000000;423.840000
007EEC2DA708FE11128010650500D819;FC081C55582CED11A62CD892C0003F2A;19.000000;88.830000
00809D3455639E11554010650500CC3B;44673735EAF46E11B7B78A650500BC08;0.000000;0.000000
00827A200A74EE11B1AD10650500F7EA;FC081C55582CED11A62CD892C0003F2A;3.000000;826.360000
008448EF5F5CCE11ADB31065050095B8;44673735EAF46E11B7B78A650500BC08;15.000000;1268.100000
008448EF5F5CCE11ADB31065050095B8;B0BDDED34CC83E11052F6792C000B249;12.000000;1014.480000
008448EF5F5CCE11ADB31065050095B8;FC081C55582CED11A62CD892C0003F2A;26.000000;2198.040000
00858CCC6CB50F114EF7A826072BCE89;44673735EAF46E11B7B78A650500BC08;3.000000;2550.000000
0086B2B563DECE11ADB310650500D8B8;FC081C55582CED11A62CD892C0003F2A;10.000000;4397.360000
0086BE47BFCCDE11406610650500B54A;44673735EAF46E11B7B78A650500BC08;9.000000;3761.360000
0086BE47BFCCDE11406610650500B54A;B0BDDED34CC83E11052F6792C000B249;6.000000;2540.780000
0086BE47BFCCDE11406610650500B54A;FC081C55582CED11A62CD892C0003F2A;12.000000;5154.740000
008882FF41650F114EF7A826072B5E89;44673735EAF46E11B7B78A650500BC08;2.000000;9496.000000
0088AC04A537BE118772106505007659;B0BDDED34CC83E11052F6792C000B249;1.000000;189.910000
0088AC04A537BE118772106505007659;FC081C55582CED11A62CD892C0003F2A;3.000000;569.730000
0088ADB0E1EFEE1191EE10650500B9B9;44673735EAF46E11B7B78A650500BC08;3.000000;10440.040000
0088EF9EED71FE1191EE10650500CBB9;FC081C55582CED11A62CD892C0003F2A;6.000000;1644.300000
00895270CDDFDE11406610650500B94A;FC081C55582CED11A62CD892C0003F2A;10.000000;266.650000
008CFC05E039EE1191EE1065050009B9;44673735EAF46E11B7B78A650500BC08;22.000000;730.640000
008DED53F2EBEE1191EE1065050029B9;FC081C55582CED11A62CD892C0003F2A;2.000000;272.800000
0092DD0C098C9E11726010650500594A;FC081C55582CED11A62CD892C0003F2A;11.000000;4188.840000
0092F0D42E71FE1191EE10650500CBB9;FC081C55582CED11A62CD892C0003F2A;4.000000;2125.010000
0093BA256923FE1191EE10650500FDB9;44673735EAF46E11B7B78A650500BC08;25.000000;281.250000
009779C141CAED11A62CD892C0003F2A;B0BDDED34CC83E11052F6792C000B249;8.000000;1586.560000
009779C141CAED11A62CD892C0003F2A;FC081C55582CED11A62CD892C0003F2A;4.000000;656.480000
0097A6AD653DDE11406610650500364A;44673735EAF46E11B7B78A650500BC08;23.000000;611.790000
009BDC3256D46E11B7B78A650500BC08;B0BDDED34CC83E11052F6792C000B249;7.000000;1633.870000
009BDC3256D46E11B7B78A650500BC08;FC081C55582CED11A62CD892C0003F2A;11.000000;2566.840000
009C01F0D565DE11ADB310650500D1C8;FC081C55582CED11A62CD892C0003F2A;0.000000;0.000000
009C9F05F630EE114066106505002A4A;44673735EAF46E11B7B78A650500BC08;10.000000;603.400000
009C9F05F630EE114066106505002A4A;B0BDDED34CC83E11052F6792C000B249;3.000000;181.020000
009C9F05F630EE114066106505002A4A;FC081C55582CED11A62CD892C0003F2A;17.000000;1025.780000
009E76E7640E1E1143F0668E4200502B;44673735EAF46E11B7B78A650500BC08;11.000000;1822.170000
009E76E7640E1E1143F0668E4200502B;FC081C55582CED11A62CD892C0003F2A;11.000000;1939.120000
009FDD0B811FCE11ADB31065050029B8;44673735EAF46E11B7B78A650500BC08;16.000000;10745.590000
00A22CE6BCF96E11B7B78A650500BC08;FC081C55582CED11A62CD892C0003F2A;5.000000;1815.680000
00A248E2166E9E11726010650500CB4A;44673735EAF46E11B7B78A650500BC08;9.000000;2264.600000
00A32CE36F69DE11406610650500314A;B0BDDED34CC83E11052F6792C000B249;0.000000;0.000000
00A32CE36F69DE11406610650500314A;FC081C55582CED11A62CD892C0003F2A;2.000000;246.910000
00A3B3A4E0CAED11A62CD892C0003F2A;B0BDDED34CC83E11052F6792C000B249;21.000000;2944.620000
00A3B3A4E0CAED11A62CD892C0003F2A;FC081C55582CED11A62CD892C0003F2A;15.000000;2418.050000
00A3F742C11A8E11F243BB650500304B;44673735EAF46E11B7B78A650500BC08;9.000000;245.430000
00A774F6B46C6E11B7B78A650500BC08;B0BDDED34CC83E11052F6792C000B249;4.000000;386.000000
00A85CAA07BECE11ADB310650500B8B8;FC081C55582CED11A62CD892C0003F2A;0.000000;0.000000
00A908658B93FE1191EE106505009EB9;B0BDDED34CC83E11052F6792C000B249;7.000000;508.760000
00A908658B93FE1191EE106505009EB9;FC081C55582CED11A62CD892C0003F2A;12.000000;872.160000
00A9825FEB456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;4.000000;1950.000000
00AC4696394CDE11406610650500054A;B0BDDED34CC83E11052F6792C000B249;7.000000;6033.440000
00AC4696394CDE11406610650500054A;FC081C55582CED11A62CD892C0003F2A;15.000000;12979.000000
00AD850F00300F11F1557891FE698789;44673735EAF46E11B7B78A650500BC08;5.000000;728.870000
00AD91A21C1EEE1191EE1065050029B9;44673735EAF46E11B7B78A650500BC08;8.000000;30129.020000
00AD93B70EE2BE11BE2110650500195A;FC081C55582CED11A62CD892C0003F2A;6.000000;883.750000
00AE625CB6FBBE118772106505008C59;FC081C55582CED11A62CD892C0003F2A;4.000000;1390.480000
00B2558D9C37FE1191EE1065050053C9;FC081C55582CED11A62CD892C0003F2A;9.000000;14115.240000
00B30B667E650F114EF7A826072B6E89;B0BDDED34CC83E11052F6792C000B249;2.000000;381.890000
00B30B667E650F114EF7A826072B6E89;FC081C55582CED11A62CD892C0003F2A;2.000000;381.890000
00B38D6BCE13FE1191EE10650500EDB9;B0BDDED34CC83E11052F6792C000B249;2.000000;991.400000
00B38D6BCE13FE1191EE10650500EDB9;FC081C55582CED11A62CD892C0003F2A;5.000000;2218.780000
00B8C1813D4BEE1191EE1065050029B9;44673735EAF46E11B7B78A650500BC08;9.000000;1734.910000
00BA1CE180E2FE1191EE106505009DB9;44673735EAF46E11B7B78A650500BC08;8.000000;1583.760000
00BA1CE180E2FE1191EE106505009DB9;B0BDDED34CC83E11052F6792C000B249;7.000000;1385.790000
00BA1CE180E2FE1191EE106505009DB9;FC081C55582CED11A62CD892C0003F2A;6.000000;1187.820000
00BA48450B630F114EF7A826072BDB89;FC081C55582CED11A62CD892C0003F2A;9.000000;1423.470000
00BA59F21C7C9E11726010650500494A;44673735EAF46E11B7B78A650500BC08;12.000000;868.200000
00BA875F4B72BE11BE2110650500885A;44673735EAF46E11B7B78A650500BC08;19.000000;1841.100000
00BD638BE64DEE1191EE1065050029B9;FC081C55582CED11A62CD892C0003F2A;4.000000;253.600000
00BE76E2DC456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;3.000000;463.760000
00C234120448FE11128010650500D819;B0BDDED34CC83E11052F6792C000B249;2.000000;961.380000
00C37C33B8D28E113835BB6505001BAA;B0BDDED34CC83E11052F6792C000B249;5.000000;1597.880000
00C3C85F1D456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;20.000000;43596.000000
00C658B532EC9E11726010650500C94A;44673735EAF46E11B7B78A650500BC08;22.000000;2066.480000
00C903346E09BE11877210650500D859;B0BDDED34CC83E11052F6792C000B249;3.000000;255.840000
00C903346E09BE11877210650500D859;FC081C55582CED11A62CD892C0003F2A;5.000000;426.400000
00C974C898E3FE1191EE10650500FEB9;B0BDDED34CC83E11052F6792C000B249;14.000000;1148.840000
00C974C898E3FE1191EE10650500FEB9;FC081C55582CED11A62CD892C0003F2A;6.000000;492.360000
00CA495F43530F114EF7A826072BBB89;44673735EAF46E11B7B78A650500BC08;0.000000;-0.000000
00CAB61AEAB4EE11B1AD1065050048EA;44673735EAF46E11B7B78A650500BC08;20.000000;894.300000
00CAB61AEAB4EE11B1AD1065050048EA;FC081C55582CED11A62CD892C0003F2A;33.000000;1475.590000
00CC29DEC62EEE1191EE1065050029B9;B0BDDED34CC83E11052F6792C000B249;0.000000;0.000000
00CC29DEC62EEE1191EE1065050029B9;FC081C55582CED11A62CD892C0003F2A;0.000000;0.000000
00CDE16DD8FCEE1191EE1065050029B9;FC081C55582CED11A62CD892C0003F2A;0.000000;0.000000
00CEDA82F5250F114EF7A826072B0E89;FC081C55582CED11A62CD892C0003F2A;12.000000;1164.700000
00CF9589C8846E11B7B78A650500BC08;B0BDDED34CC83E11052F6792C000B249;9.000000;858.040000
00CF9589C8846E11B7B78A650500BC08;FC081C55582CED11A62CD892C0003F2A;13.000000;1208.260000
00D06FF40CA8FE11128010650500D819;44673735EAF46E11B7B78A650500BC08;6.000000;2297.880000
00D2CFBB5B229E115540106505003B3B;B0BDDED34CC83E11052F6792C000B249;17.000000;1833.370000
00D2CFBB5B229E115540106505003B3B;FC081C55582CED11A62CD892C0003F2A;41.000000;4179.820000
00D34D34B835EE11B1AD10650500F8EA;FC081C55582CED11A62CD892C0003F2A;8.000000;12311.260000
00D448FF4DA1EE114066106505000C4A;44673735EAF46E11B7B78A650500BC08;1.000000;1368.040000
00D448FF4DA1EE114066106505000C4A;FC081C55582CED11A62CD892C0003F2A;5.000000;6944.500000
00D5D6068B50EE114066106505005A4A;FC081C55582CED11A62CD892C0003F2A;47.000000;1518.810000
00D5E10FBAF3DE11ADB310650500EFB8;B0BDDED34CC83E11052F6792C000B249;0.000000;-0.000000
00D5E10FBAF3DE11ADB310650500EFB8;FC081C55582CED11A62CD892C0003F2A;15.000000;2306.160000
00D74400C721FE1191EE106505005BB9;44673735EAF46E11B7B78A650500BC08;7.000000;1004.180000
00D74400C721FE1191EE106505005BB9;B0BDDED34CC83E11052F6792C000B249;7.000000;1004.180000
00D74400C721FE1191EE106505005BB9;FC081C55582CED11A62CD892C0003F2A;72.000000;10328.610000
00D80587C80FEE1191EE1065050029B9;B0BDDED34CC83E11052F6792C000B249;0.000000;0.000000
00D80587C80FEE1191EE1065050029B9;FC081C55582CED11A62CD892C0003F2A;17.000000;3163.050000
00D8BDE3CBDEFE11F1557891FE69D589;B0BDDED34CC83E11052F6792C000B249;24.450000;5889.870000
00D8BDE3CBDEFE11F1557891FE69D589;FC081C55582CED11A62CD892C0003F2A;33.350000;8009.380000
00D9FFD69246FE1191EE1065050002C9;FC081C55582CED11A62CD892C0003F2A;0.000000;0.000000
00DB3203F418FE11128010650500D819;B0BDDED34CC83E11052F6792C000B249;10.000000;12181.000000
00DB3203F418FE11128010650500D819;FC081C55582CED11A62CD892C0003F2A;4.000000;4872.400000
00DC72E3BE14CE11877210650500E669;B0BDDED34CC83E11052F6792C000B249;7.000000;593.300000
00DC72E3BE14CE11877210650500E669;FC081C55582CED11A62CD892C0003F2A;12.000000;1016.940000
00DE2CCF781F8E11F243BB650500274B;B0BDDED34CC83E11052F6792C000B249;24.000000;2772.800000
00DE2CCF781F8E11F243BB650500274B;FC081C55582CED11A62CD892C0003F2A;29.000000;3319.900000
00E49321D7F20F114EF7A826072B4B89;B0BDDED34CC83E11052F6792C000B249;12.000000;687.110000
00E49321D7F20F114EF7A826072B4B89;FC081C55582CED11A62CD892C0003F2A;12.000000;687.120000
00E4B014D683FD110DC22A92C000C499;FC081C55582CED11A62CD892C0003F2A;11.000000;1059.000000
00E73DF8B88EDE11406610650500084A;FC081C55582CED11A62CD892C0003F2A;5.000000;1571.650000
00EB001E7FCA9E11525010650500EB4A;44673735EAF46E11B7B78A650500BC08;3.000000;1476.600000
00EB001E7FCA9E11525010650500EB4A;B0BDDED34CC83E11052F6792C000B249;5.000000;2091.920000
00EB001E7FCA9E11525010650500EB4A;FC081C55582CED11A62CD892C0003F2A;12.000000;6420.000000
00EC912C7E7F6E11B7B78A650500CD08;44673735EAF46E11B7B78A650500BC08;184.000000;9120.880000
00EE190A889D7E110819BB65050039AA;B0BDDED34CC83E11052F6792C000B249;8.000000;730.750000
00EE190A889D7E110819BB65050039AA;FC081C55582CED11A62CD892C0003F2A;1.000000;91.340000
00EF84DC2B62AE11726010650500E05A;FC081C55582CED11A62CD892C0003F2A;7.000000;846.000000
00F1291348F20F114EF7A826072B4B89;B0BDDED34CC83E11052F6792C000B249;3.000000;619.270000
00F1291348F20F114EF7A826072B4B89;FC081C55582CED11A62CD892C0003F2A;1.000000;206.420000
00F132CF390FEE1191EE1065050029B9;44673735EAF46E11B7B78A650500BC08;157.000000;1446.160000
00F2CA3093AACE11ADB31065050023B8;FC081C55582CED11A62CD892C0003F2A;11.000000;9169.350000
00F36EC556E2DE11ADB3106505008EB8;FC081C55582CED11A62CD892C0003F2A;10.000000;5463.080000
00F5944CFE97DE11C84610650500EF6A;FC081C55582CED11A62CD892C0003F2A;4.000000;1577.500000
00F6F10532A6DE11ADB31065050063C8;FC081C55582CED11A62CD892C0003F2A;13.000000;240.180000
00F7B4978C456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;22.000000;2895.200000
00F914265F66DE11ADB31065050023C8;44673735EAF46E11B7B78A650500BC08;11.000000;3703.520000
00F9CAB8E770BE11BE2110650500F55A;44673735EAF46E11B7B78A650500BC08;17.000000;882.570000
00F9D7708C456E11B7B78A650500BC08;44673735EAF46E11B7B78A650500BC08;17.000000;4355.670000
00FAAF03BA66CE11ADB310650500BDA8;44673735EAF46E11B7B78A650500BC08;28.000000;940.910000
00FAD3CD653DDE11406610650500364A;44673735EAF46E11B7B78A650500BC08;199.840000;7032.560000
00FB517205ABEE1191EE1065050029B9;FC081C55582CED11A62CD892C0003F2A;9.000000;179.820000
00FCF03B6FA7FE1191EE10650500E3C9;FC081C55582CED11A62CD892C0003F2A;0.000000;0.000000
00FD6FFE9E16BE118772106505001559;B0BDDED34CC83E11052F6792C000B249;4.000000;54.220000
00FD6FFE9E16BE118772106505001559;FC081C55582CED11A62CD892C0003F2A;0.000000;0.000000
0100C4F47BCDDE11406610650500F64A;FC081C55582CED11A62CD892C0003F2A;27.200000;41413.990000
0102C4192EFBEE1191EE1065050029B9;B0BDDED34CC83E11052F6792C000B249;5.000000;8115.510000
0102C4192EFBEE1191EE1065050029B9;FC081C55582CED11A62CD892C0003F2A;7.000000;11676.540000
0104D4E51AE4DE11ADB31065050031C8;FC081C55582CED11A62CD892C0003F2A;1.000000;244.400000
0106C0B331CAED11A62CD892C0003F2A;FC081C55582CED11A62CD892C0003F2A;7.000000;837.270000
0106CC3200E7EE1191EE10650500A7B9;44673735EAF46E11B7B78A650500BC08;16.000000;63.010000
0106CC3200E7EE1191EE10650500A7B9;B0BDDED34CC83E11052F6792C000B249;9.000000;35.440000
0106CC3200E7EE1191EE10650500A7B9;FC081C55582CED11A62CD892C0003F2A;0.000000;0.000000
010726E4D11ADE11406610650500024A;44673735EAF46E11B7B78A650500BC08;2.000000;402.740000
010726E4D11ADE11406610650500024A;B0BDDED34CC83E11052F6792C000B249;1.000000;191.910000
010726E4D11ADE11406610650500024A;FC081C55582CED11A62CD892C0003F2A;6.000000;1302.060000
010829051B8BDE11406610650500044A;FC081C55582CED11A62CD892C0003F2A;7.000000;1137.410000
01097068D596DE11ADB31065050053C8;44673735EAF46E11B7B78A650500BC08;1.000000;53.810000
01097068D596DE11ADB31065050053C8;B0BDDED34CC83E11052F6792C000B249;0.000000;0.000000
01097068D596DE11ADB31065050053C8;FC081C55582CED11A62CD892C0003F2A;10.000000;538.100000
